,filename,date,page,house_senate,part,granule,title_name,name,token_counts,china_sentences,name_clean,party
985,CREC-2025-10-21__CREC-2025-10-21-pt2-PgS7699-6.txt,2025-10-21,PgS7699,S,2,6.0,,,1297,"['3018, a bill to permit visiting dignitaries and service members from Taiwan to display the flag of the Republic of China.']",None,
474,CREC-2025-10-21__CREC-2025-10-21-pt1-PgS7186-2.txt,2025-10-21,PgS7186,S,1,2.0,,,2190,"[""49, a bill to impose sanctions with respect to police departments in the People's Republic of China and other persons seeking to establish a Chinese police presence in the United States."", ""974, a bill to direct the Secretary of the State to seek to enter into negotiations with the Taipei Economic and Cultural Representative Office to rename its office the ``Taiwan Representative Office'', and for other purposes."", '1744, a bill to amend the Arms Export Control Act to include Taiwan among the list of recipient countries with respect to which shorter certification and reporting periods apply and to expedite licensing for allies transferring military equipment to Taiwan, and for other purposes.', '2722, a bill to promote the energy security of Taiwan, and for other purposes.', '3018, a bill to permit visiting dignitaries and service members from Taiwan to display the flag of the Republic of China.']",None,
1099,CREC-2025-10-21__CREC-2025-10-21-pt1-PgS7176-5.txt,2025-10-21,PgS7176,S,1,5.0,Mr. KIM,Kim,588,"[""history, carried out by hackers sponsored by the People's Republic of China.""]",Kim,D
883,CREC-2025-10-21__CREC-2025-10-21-pt2-PgS7587-2.txt,2025-10-21,PgS7587,S,2,2.0,Mr. MERKLEY,Merkley,120483,"['I have done a fair amount of work here in the Senate on human rights, and I partnered, in particular, with our current Secretary of State in his former role as chair and vice chair of the Commission on China.', ""In that Commission, we held hearing after hearing about China's assault on freedoms."", 'One of the things they did was to violate their agreement with Great Britain over Hong Kong and to crush the self-governance of Hong Kong and to crush freedom of expression and freedom of press and freedom of assembly in Hong Kong.', 'Another thing that we spent a fair amount of time on was what China was doing to the Tibetan children, taking those children away from their parents at 4 and 5 years of age to try to destroy the culture-- culture continuation, to destroy the language, the dances, the arts, the understandings that happen when you grow up with your own family, your own community, take them away to boarding school.', 'We focused on the Uighurs, a Muslim minority in China that has been effectively enslaved.', ""Well, to my knowledge, no company has effectively utilized that safe harbor because China won't let them run an investigation."", ""China won't let them do it."", 'Authoritarians around the world celebrated these cuts, including the Chinese Government, which quickly took over the radio frequencies.', 'But it was found growing in a valley in China.', 'So here is just this one grove in China, and so that is the tree I want to plant.', 'If you want that, go to China.', 'China has that.', 'If you want to live in a country that controls what its universities teach and to have to adopt the government authoritarian line, go to China.', 'That is found in China, not here at our universities in the United States of America.', 'So here he is raising the healthcare costs for everyone, hurting the hospitals that we all rely on, and driving up energy costs for everyone and giving an advantage to our competitors, like the Chinese, who are racing to energy projects in the renewable energy space.', ""Americans don't know how they can take care of a sick child and pay the rent, and this is directly being attacked by a President who is doing things that are driving up their energy costs, that are driving up their medical costs, that are driving up their grocery costs, and who is failing to make the investments that keep America ahead of the competition we are seeing in places like China."", 'MULLIN assumed the Chair.) And think about the chaos that comes in our foreign policy, because here we have wronged a country that we are trying to induce to be a significant manufacturing partner with us rather than products coming from China and to be a force in the region to counterbalance China somewhat, and we treat them in an arbitrary and capricious way.', 'Or last week, it was going to be a 100-percent tariff on China after China said they were going to control their minerals.', 'My understanding is that China was a major consumer of soybeans, and they have bought exactly zero beans--massive, massive amounts in the past.', 'Can I get China back when all this fuss ends?', 'You mentioned in your question that there is also the issue of how tariffs can affect healthcare, and I have heard that tariffs are being placed on a lot of the ingredients that come in, including from China, to make our medicines, and therefore that drives up the cost of drugs as a factor.', ""Because of Trump's tariffs, the Chinese market for soybeans has been decimated."", 'soybeans basically noncompetitive, and so China, our biggest export market, is turning to South America--in particular, turning to Argentina.']",Merkley,D
717,CREC-2025-10-21__CREC-2025-10-21-pt2-PgS7667-2.txt,2025-10-21,PgS7667,S,2,2.0,Ms. WARREN,Warren,41144,"[""One will stop Chinese entities from supporting Russia's brutal war machine against Ukraine."", 'And this bailout for Argentina--you know, earlier I was talking to a colleague from Washington State who said a lot of soybeans are shipped through Washington State but they are normally bought by China.', ""Well, China isn't buying a single bean this year because of the tension and the argument between our two nations over tariffs."", 'One moment, the President put a 50-percent tariff on China; and the next moment, they are saying they are not going to send out any strategic minerals, critical minerals.', ""And what I am seeing is that the Trump administration's embrace of tariffs has resulted in the total collapse of the markets that used to be available to our Midwest farmers, including the China market."", 'You know, last year, our farmers sold about 30, 40 percent of their soybean crops to China.', 'So this is the situation--this double deal, I guess I will call it, with Argentina--with our, well, having a trade war with China.', ""So China doesn't buy a single thing."", 'I look forward to learning more about what is going to happen to this massive crop that there is no customer for because China went to Argentina.', 'I have heard a variety of comments, almost in passing, from colleagues who were so disturbed about this arrangement, disturbed about what is going to happen to soybeans, disturbed that China is buying them from Argentina, disturbed that we are sending a bailout to Argentina, and disturbed that they have heard that a lot of that money may come back to some very rich people in the United States of America.']",Warren,D
1072,CREC-2025-10-22__CREC-2025-10-22-pt1-PgD1067.txt,2025-10-22,,,1,,,,1194,"[""2960, to develop economic tools to deter aggression by the People's Republic of China against Taiwan, with an amendment in the nature of a substitute; S."", ""2424, to require a report of, and a strategy to combat, arms sales of the Government of the People's Republic of China, with an amendment in the nature of a substitute; S."", '1744, to amend the Arms Export Control Act to include Taiwan among the list of recipient countries with respect to which shorter certification and reporting periods apply and to expedite licensing for allies transferring military equipment to Taiwan, with an amendment in the nature of a substitute; S.', ""2146, to require the United States Executive Director at the International Monetary Fund to advocate for increased transparency with respect to exchange rate policies of the People's Republic of China, with an amendment in the nature of a substitute; S."", ""2657, to impose sanctions relating to the support of the People's Republic of China for the invasion of Ukraine by the Russian Federation, with an amendment in the nature of a substitute; S."", ""2684, to support countries in Latin America and the Caribbean that maintain official diplomatic relations with Taiwan, to counter efforts by the People's Republic of China to coerce or pressure governments into breaking such ties, to deepen coordination with Taiwan on diplomatic, development, and economic engagement in the Western Hemisphere, with an amendment in the nature of a substitute; S."", ""2224, to amend the Taiwan Allies International Protection and Enhancement Initiative (TAIPEI) Act of 2019 to provide that the United States, in its role as a member of any international organizations, should oppose any attempts by the People's Republic of China to resolve Taiwan's status by distorting the decisions, language, policies, or procedures of any such organization; S."", ""409, recognizing the 74th anniversary of the signing of the Mutual Defense Treaty between the United States and the Philippines and the strong bilateral security alliance between our two nations in the wake of escalating aggression and political lawfare by the People's Republic of China in the South China Sea; S."", ""226, condemning the Government of the People's Republic of China for engaging in transnational repression; and The nominations of Joel Rayburn, of Oklahoma, to be an Assistant Secretary (Near Eastern Affairs) (without recommendation), and Andrew Veprek, of Louisiana, to be an Assistant Secretary (Population, Refugees, and Migration), both of the Department of State.""]",None,
838,CREC-2025-10-23__CREC-2025-10-23-pt1-PgS7722-9.txt,2025-10-23,PgS7722,S,1,9.0,Presiding Officer,Presiding Officer,2714,"['Congressional Record, Volume 171 Issue 176 (Thursday, October 23, 2025) From the Congressional Record Online through the Government Publishing Office China and Russia So, Madam President, I want to talk about two things: China and Russia.', 'President Trump is traveling to South Korea, and I think he is going to meet the Chinese President Xi.', 'The largest three customers buying Russian oil and gas that do not help Ukraine are China, India, and Brazil.', ""As to China, if President Xi called Putin tomorrow and said ``It is now time to wind this conflict down; you need to get to the peace table,'' I think Putin would not have much of a choice."", 'China is the No.', 'As to China, it is a communist dictatorship.', 'I am no fan of the Chinese Communist Party.', 'Having said that, there are times we could do business with China for the betterment of all of us.', 'I am hoping that when President Trump meets with President Xi, if that happens, that he will be able to persuade President Xi: It is now time to end the bloodbath in Ukraine.', 'To China: If you are able to do that, I think it would open up opportunities between you, the United States--China and the United States--and the Western world to have a better relationship.', 'If China wants to be a meaningful member of the international community and wants to be treated better, than act better.', 'To China: You have the power to help end this war.', 'It will make the world a better place, and I think it would inure to the benefit of China.', 'I hope he will tell President Xi: If you have the chance to help me in this war, please do.', ""I, along with the Presiding Officer of the Senate and many of us--85 cosponsors--we have legislation allowing President Trump, at his choice, to impose tariffs on countries that buy cheap Russian oil to prop up Putin's war machine that don't help Ukraine, and that would be China."", ""So as President Trump engages President Xi, it is my hope that the Chinese would change their position about this war and work with President Trump to get Putin's attention to find a way to end the bloodbath honorably and justly."", 'Why do I keep talking about China?', 'There is no way Putin can prosecute this war if China decided to isolate Russia and stop buying their oil.', ""And we would find ways to help China with their oil needs so they wouldn't be at a loss."", 'I am glad you are talking to China about a bunch of things, including trade.', 'I am sure you will talk about the recent efforts of the Chinese Communist Party to go after Christians in an unprecedented way in China.', 'We have a lot of differences with China, but if China wants to change its relationship with the United States, you have a chance in the next few days to do it in a positive way.', 'To China: If I and others believed that you used your influence with Putin to end this bloodbath in Ukraine, it would be to the benefit of you over time, and I would respond differently than I have in the past.', 'So this is an opportunity for China to do something good for the world.', 'But I am speaking for most everybody in this body, where we believe the time has come for China, India, and Brazil to stop profiting off this war.', ""To China, India, and Brazil: You have the power, if you would use it, to get Putin's attention like no one else on the planet."", 'China made some announcements today about maybe reducing their purchases of Russian oil.', 'The reason I keep talking about this is I concluded that, unlike anybody else on the planet, China can, if they choose to, help us end this war better than anybody.', 'So I am appealing to President Xi to help President Trump end a war that should have been ended a long time ago.', 'I am very concerned that if this war continues, then the relationship between the United States and China is going to get worse, not better.', 'We will wait to see what happens in China, but if nothing changes in China, then we need to have a week, I believe, of where this body focuses on applying pressure against Russia to end this conflict to the betterment of the world.']",Presiding Officer,
1035,CREC-2025-10-23__CREC-2025-10-23-pt1-PgS7730-2.txt,2025-10-23,PgS7730,S,1,2.0,,,1501,"[""2684, a bill to support countries in Latin America and the Caribbean that maintain official diplomatic relations with Taiwan, to counter efforts by the People's Republic of China to coerce or pressure governments into breaking such ties, to deepen coordination with Taiwan on diplomatic, development, and economic engagement in the Western Hemisphere, and for other purposes.""]",None,
1000,CREC-2025-10-23__CREC-2025-10-23-pt1-PgS7736.txt,2025-10-23,PgS7736,S,1,,Mr. WHITEHOUSE,Whitehouse,6119,"['China races ahead in renewable energy, electric vehicles, and clean technology as America is dragged further and further behind by fossil fuel political interference.']",Whitehouse,D
1165,CREC-2025-10-23__CREC-2025-10-23-pt1-PgS7730.txt,2025-10-23,PgS7730,S,1,,,,234,"[""A resolution expressing condemnation of the Chinese Communist Party's persecution of religious minority groups, including Christians, Muslims, and Buddhists and the detention of Pastor ``Ezra'' Jin Mingri and leaders of the Zion Church, and reaffirming the United States' global commitment to promote religious freedom and tolerance; to the Committee on Foreign Relations.""]",None,
1054,CREC-2025-10-23__CREC-2025-10-23-pt1-PgS7732.txt,2025-10-23,PgS7732,S,1,,,,809,"[""Congressional Record, Volume 171 Issue 176 (Thursday, October 23, 2025) From the Congressional Record Online through the Government Publishing Office SUBMITTED RESOLUTIONS ______ SENATE RESOLUTION 463--EXPRESSING CONDEMNATION OF THE CHINESE COMMUNIST PARTY'S PERSECUTION OF RELIGIOUS MINORITY GROUPS, INCLUDING CHRISTIANS, MUSLIMS, AND BUDDHISTS AND THE DETENTION OF PASTOR ``EZRA'' JIN MINGRI AND LEADERS OF THE ZION CHURCH, AND REAFFIRMING THE UNITED STATES' GLOBAL COMMITMENT TO PROMOTE RELIGIOUS FREEDOM AND TOLERANCE Mr."", ""463 Whereas, on October 10, 2025, international news outlets reported that the Chinese Communist Party (referred to in this preamble as the ``CCP'') abducted Pastor ``Ezra'' Jin Mingri, who is the founder of Beijing Zion Church, from his home in Guangxi Province, China; Whereas CCP authorities also abducted more than 20 other pastors and church members from Zion Church; Whereas the CCP's actions mark the largest coordinated, nationwide crackdown against a Christian urban house church in more than 40 years; Whereas thousands of Zion Church members and millions of Christians and other religious adherents who reside in the People's Republic of China seek to peacefully worship God and care for their neighbors without the threat or fear of persecution; Whereas the imprisonment of Pastor Jin is the latest instance of CCP persecution of a large number of religious minorities, including Christians, Muslim Uyghurs, Hui Muslims, and Tibetan Buddhists; Whereas, in 2016, President Xi Jinping promised to ``Sinicize'' religion in China by allowing authorities to burn Bibles, imprison believers, and tear down Christian crosses, and by forcing religious organizations and adherents to conform to the ideology of the CCP; Whereas, in 2021, the Trump administration determined the CCP had committed crimes against humanity and genocide against predominately Muslim Uyghurs and other members of ethnic and religious minorities in Xinjiang and that the CCP has continued to subject religious minorities to restrictions on religious practices and freedom of expression, arbitrary imprisonment, forced sterilization torture, and forced labor; Whereas the CCP has made consistent efforts to erode the religious, linguistic, and cultural identity of Tibetans, including by closing Buddhist monasteries and limiting entry or practitioners; Whereas Congress unanimously passed the International Religious Freedom Act of 1998 (Public Law 105-292), which established, as the official policy of the United States-- (1) to condemn violations of religious freedom; (2) to promote, and assist other governments in the promotion of, the fundamental right to freedom of religion; (3) to stand for liberty and with the persecuted; (4) to use and implement appropriate tools in the United States foreign policy apparatus, including diplomatic, political, commercial, charitable, educational, and cultural channels; and (5) to promote respect for religious freedom by all governments and peoples; Whereas, under the International Religious Freedom Act of 1998, the United States Commission on International Religious Freedom has designated the People's Republic of China as a ``country of particular concern for religious freedom'' every year since 1999; Whereas Congress unanimously passed the Frank R."", ""Wolf International Religious Freedom Act (Public Law 114-281) in 2016 to enhance the capabilities of the United States to advance religious liberty globally through diplomacy, training, counterterrorism, and foreign assistance; Whereas the Global Magnitsky Human Rights Accountability Act (subtitle F of title XII of Public Law 114-328), enacted by Congress in 2016, gives the President the authority to impose targeted sanctions on individuals responsible for committing human rights violations; Whereas the People's Republic of China is a signatory to the Universal Declaration of Human Rights, done at Paris December 10, 1948, and the International Covenant on Civil and Political Rights, done at New York December 19, 1966, which recognize freedom of religion as a fundamental human right; Whereas Article 36 of the Constitution of the People's Republic of China explicitly states that citizens of the People's Republic of China enjoy freedom of religious belief; and Whereas the United States must show strong international leadership when it comes to the advancement of religious freedoms, liberties, and protections: Now, therefore, be it Resolved, That the Senate-- (1) strongly condemns the Chinese Communist Party's persecution of religious minorities, including Pastor ``Ezra'' Jin Mingri and other leaders and members of Zion Church and other faith communities; (2) reaffirms the commitment of the United States to promote religious freedom and tolerance around the world and to help provide protection and relief to religious minorities facing persecution and violence; (3) calls on the Government of the People's Republic of China to release the members of Zion Church, including Pastor Jin, and all other wrongfully detained religious leaders; and (4) demands that the Government of the People's Republic of China-- (A) respect the internationally recognized human right to freedom from religious persecution; and (B) end all forms of violence and discrimination against religious minorities and entities.""]",None,
144,CREC-2025-10-23__CREC-2025-10-23-pt1-PgS7705-6.txt,2025-10-23,PgS7705,S,1,6.0,Mr. GRASSLEY,Grassley,21073,"[""He is talking about giving his buddy in Argentina a $20 billion taxpayer bailout, while farmers across the country are getting hit hard because they can't sell their soybeans to China.""]",Grassley,R
886,CREC-2025-10-23__CREC-2025-10-23-pt1-PgS7729-5.txt,2025-10-23,PgS7729,S,1,5.0,Mr. COTTON,Cotton,1145,['A bill to prohibit the Secretary of the Treasury from engaging in transactions involving the exchange of Special Drawing Rights issued by the International Monetary Fund that are held by the Chinese Community Party; to the Committee on Foreign Relations.'],Cotton,R
409,CREC-2025-10-24__CREC-2025-10-24-pt1-PgE998-2.txt,2025-10-24,,,1,2.0,,,578,"['Army Air Corps Flying Tigers in World War II, 1st Lieutenant Hugh Wilson, having served in Kunming, Chengdu, and Xian, China.']",None,
450,CREC-2025-10-24__CREC-2025-10-24-pt1-PgE1002-4.txt,2025-10-24,,,1,4.0,Ms. KAPTUR,Kaptur,689,"[""Under his tutelage, buildings were restored, a children's zoo opened, the birth of two baby hippos was caught on tape, and China lent the zoo two giant pandas.""]",Kaptur,D
839,CREC-2025-10-24__CREC-2025-10-24-pt1-PgE996-2.txt,2025-10-24,,,1,2.0,Mr. CASE,Case,560,"[""For Mongolia, a country sandwiched between two of our geopolitical competitors, Russia and the People's Republic of China (PRC), support from the UN together with other multilateral and bilateral relationships is critical to addressing its economic, educational, health, environmental, social, cultural and security needs.""]",Case,D
637,CREC-2025-10-27__CREC-2025-10-27-pt1-PgS7744-2.txt,2025-10-27,PgS7744,S,1,2.0,Mr. THUNE,Thune,10858,"[""This is a network that chants threats to Israel--``Death to Israel''-- and also chants ``Death to America.'' We have known for a long time that much of the fentanyl trafficked through our southern border was manufactured using Chinese precursor chemicals."", 'We also know that China, Russia, Iran, and North Korea have been working in concert for a long time to undermine the West.']",Thune,R
408,CREC-2025-10-27__CREC-2025-10-27-pt1-PgS7753-4.txt,2025-10-27,PgS7753,S,1,4.0,Mr. KENNEDY,Kennedy,248,"[""A bill to state the policy of the United States with respect to religious freedom in the People's Republic of China, and for other purposes; to the Committee on Foreign Relations.""]",Kennedy,R
297,CREC-2025-10-27__CREC-2025-10-27-pt1-PgS7753-6.txt,2025-10-27,PgS7753,S,1,6.0,,,1548,"[""463, a resolution expressing condemnation of the Chinese Communist Party's persecution of religious minority groups, including Christians, Muslims, and Buddhists and the detention of Pastor ``Ezra'' Jin Mingri and leaders of the Zion Church, and reaffirming the United States' global commitment to promote religious freedom and tolerance.""]",None,
633,CREC-2025-10-28__CREC-2025-10-28-pt1-PgS7766-3.txt,2025-10-28,PgS7766,S,1,3.0,Mr. COTTON,Cotton,17824,"[""Two years ago, several of my Republican colleagues warned that this crypto platform was facilitating ``significant illicit finance activity'' and that it could ``be providing material support to entities engaged in terrorism under Federal law, or being willfully blind to the fact that it may be doing so.'' Another one of my Republican colleagues warned that CZ was misleading the public about Binance's operations in China."", 'And I had tea shops--they are getting hit by tariffs because tea comes from nations like India, China, and Vietnam.']",Cotton,R
1132,CREC-2025-10-28__CREC-2025-10-28-pt1-PgS7785-3.txt,2025-10-28,PgS7785,S,1,3.0,,,1522,"['61, a resolution expressing support for the continued value of arms control agreements and negotiated constraints on Russian and Chinese strategic nuclear forces.', ""463, a resolution expressing condemnation of the Chinese Communist Party's persecution of religious minority groups, including Christians, Muslims, and Buddhists and the detention of Pastor ``Ezra'' Jin Mingri and leaders of the Zion Church, and reaffirming the United States' global commitment to promote religious freedom and tolerance.""]",None,
740,CREC-2025-10-28__CREC-2025-10-28-pt1-PgH4557-9.txt,2025-10-28,PgH4557,H,1,9.0,Mr. BALDERSON,Balderson,2708,"[""A bill to state the policy of the United States with respect to religious freedom in the People's Republic of China, and for other purposes; to the Committee on Foreign Affairs, and in addition to the Committee on the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.""]",Balderson,R
621,CREC-2025-10-29__CREC-2025-10-29-pt1-PgS7805.txt,2025-10-29,PgS7805,S,1,,Mr. KENNEDY,Kennedy,8660,"['This regulation is stupid, and we will live to regret it, just like China, back when Mao, during the Great Leap Forward, issued a decree--in his arrogance and in his hubris--to kill all the sparrows in China.', 'Two million of the Chinese people died.']",Kennedy,R
798,CREC-2025-10-29__CREC-2025-10-29-pt1-PgS7829.txt,2025-10-29,PgS7829,S,1,,,,426,"[""472 Whereas there are an estimated 1,000,000 political prisoners throughout the world, including journalists, academics, political opposition activists, dissidents, anti- war campaigners, and human rights defenders, who have been detained, arrested, imprisoned, convicted, and otherwise punished for political motives without connection to any credible offense; Whereas authoritarian and repressive regimes around the world, including the Republic of Belarus, the People's Republic of China, the Republic of Cuba, the Arab Republic of Egypt, the Islamic Republic of Iran, the Republic of the Union of Myanmar, the Russian Federation, the Republic of Turkey, and the Bolivarian Republic of Venezuela, have engaged in systematic imprisonment of independent voices; Whereas, in 2024 and 2025, the United States Government, through bilateral and multilateral negotiations, secured the release of several dozen political prisoners from the Republic of Belarus, the Russian Federation, and the Bolivarian Republic of Venezuela; Whereas, on October 30, 1974, Ukrainian and Russian prisoners of conscience in the Soviet Gulag initiated the tradition of marking an annual ``Day of Political Prisoners'' in the Union of Soviet Socialist Republics (referred to in this Preamble as ``USSR'') to draw public attention to the plight of those imprisoned for their political or religious beliefs and to express solidarity with them; and Whereas, in subsequent years, the Day of Political Prisoners, was marked on October 30 by hunger strikes by prisoners inside the Soviet Gulag and by public demonstrations of solidarity in cities across the USSR: Now, therefore, be it Resolved, That the Senate-- (1) deplores all forms of political repression and imprisonment; (2) conveys its unwavering solidarity with all those who are imprisoned around the world for peacefully expressing their political or religious beliefs; (3) supports efforts by the United States Government-- (A) to condemn political imprisonment; (B) to hold accountable any regime that is responsible for persecuting and imprisoning dissenters; (C) to raise international awareness of political prisoners; and (D) to secure the release of such political prisoners through bilateral and multilateral negotiations with other countries; (4) urges the United States Government to continue such efforts in the future; and (5) supports the annual designation of October 30 in the United States as the ``International Day of Political Prisoners''.""]",None,
732,CREC-2025-10-29__CREC-2025-10-29-pt1-PgS7792.txt,2025-10-29,PgS7792,S,1,,Mr. THUNE,Thune,9301,"['China and Tariffs Mr.', 'He is preparing now to meet with President Xi of China to strike a trade deal that will sell out the American people, give away vital national security tools in exchange for little more than a photo op.', ""On China, Donald Trump's trade negotiations with China have been a failure."", 'China is still flooding global markets with subsidized goods, still stealing American technologies to undercut U.S.', ""In anticipation of today's meeting with Trump and President Xi, Senate Democrats are demanding that President Trump not negotiate away America and our allies' national security."", ""He is using the most advanced semiconductor chips, which China doesn't have, as a bargaining chip."", 'China is desperate to get these chips.', 'If Trump gives it away, China will dominate the world of AI in a few short years, and Americans will pay an awful price.', 'Where are our China hawks on the Republican side decrying this?', 'China is desperate to get them because it will make them the leader in AI in a few years--AI, the most dominant technology in the world.', ""Donald Trump's chip deal is not ``America First'' but China first, putting China first over the next decade in what is the most crucial technology facing the world."", ""Historians will note it as one of the turning points where America became not the primary power in the world but secondary to China--all because Trump wants an immediate press hit to say, ``Hey, I have a deal,'' even though that deal doesn't move us forward at all, and it cleans up the mess he created."", 'He could have used this trip to end his reckless trade war, to stop alienating our allies, to show strength and unite our allies against the Chinese Communist Party, and, most importantly, to help Americans struggling with high costs here at home.', 'By the end of his trip to Asia, it could be the case that we somehow have higher tariffs on our neighbor Canada than we do on our biggest rival China.', 'The last thing they want is to turn on the TV and see Trump being gifted with a golden crown and then signing a deal with China that royally screws over Americans.']",Thune,R
515,CREC-2025-10-29__CREC-2025-10-29-pt1-PgS7798.txt,2025-10-29,PgS7798,S,1,,Mr. SULLIVAN,Sullivan,4427,"['By the way, all of my colleagues on the other side of the aisle who love shutting down energy production, you are only helping our adversaries--Venezuela, China, Russia.']",Sullivan,R
618,CREC-2025-10-29__CREC-2025-10-29-pt1-PgS7811.txt,2025-10-29,PgS7811,S,1,,Mr. WELCH,Welch,19415,"['But I would not stand here on the floor of the Senate and claim that fentanyl is not an emergency that had significant origin in China and Mexico.', 'For one, Canada is a reliable source of energy, raw materials, and critical minerals that China has repeatedly used as a bargaining chip in trade talks.', ""The Trump administration has invested millions in developing the Canadian critical minerals industry as an alternative to China's near monopoly."", 'But here is a key point: instead of developing Canada as an alternative to China for raw materials, Donald Trump is driving our closest ally straight into the arms of China.', 'The Canadian Prime Minister said last week that his country is looking to reengage with India and China to find new markets and new allies that are more reliable than the United States.', 'Earlier this week, they received a $40,000 bill from imports from Taiwan.', ""And if Americans want proof that Donald Trump's trade war has been a catastrophe, consider this: While he capitulates to Beijing, he is raising tariffs on Canada.""]",Welch,D
559,CREC-2025-10-29__CREC-2025-10-29-pt1-PgS7829-2.txt,2025-10-29,PgS7829,S,1,2.0,,,884,"[""We Saudis deserve better.''; Whereas, on October 2, 2018, Jamal Khashoggi was brutally killed and dismembered by agents of the Government of Saudi Arabia in the consulate of Saudi Arabia in Istanbul, Turkey; Whereas, in February 2021, the Government of the United States submitted an unclassified report to Congress, providing transparency on the killing and announced the Khashoggi Ban, a measure that allows the Department of State to impose visa restrictions on individuals who ``directly engage in serious, extraterritorial counter-dissident activities, including those that suppress, harass, surveil, threaten, or harm journalists, activists, or other persons perceived to be dissidents''; Whereas the Office of the Director of National Intelligence found that the Crown Prince of Saudi Arabia, Muhammad bin Salman, approved an operation in Istanbul, Turkey, to capture or kill Jamal Khashoggi; Whereas, since the brutal murder of Jamal Khashoggi, the Government of Saudi Arabia continues to crack down on free expression through the use of enforced disappearances, unjust detentions, threats, intimidation, executions, and transnational repression; Whereas Freedom House defines transnational repression as ``governments reaching across borders to silence dissent among diasporas and exiles, including through assassinations, illegal deportations, abductions, digital threats, Interpol abuse, and family intimidation''; Whereas, according to Freedom House, the Governments of Iran, the People's Republic of China, Egypt, the Russian Federation, Rwanda, Saudi Arabia, and other states are increasingly disregarding the laws of the United States to threaten, harass, surveil, stalk, and, in some cases, plot physical harm to individuals across the United States; Whereas, according to Freedom House, governments that perpetrate tactics of transnational repression regularly reach beyond their borders to intimidate journalists and suppress truthful reporting; Whereas, since 2014, 26 governments have carried out 124 incidents of transnational repression against exiled journalists; Whereas, on June 17, 2025, the leaders of the G7 recognized transnational repression as a global threat to national security and democracy; Whereas citizens of the United States Areej al-Sadhan, sister of detained humanitarian aid worker Abdulrahman al- Sadhan, and Abdullah Alaoudh of Virginia, son of detained scholar Salman Alodah, have been subject to intimidation and harassment in the United States; Whereas, in August 2022, a former Twitter employee was found guilty of acting as an unregistered agent of the Government of Saudi Arabia, spying on Saudi dissidents and sharing their private information with Saudi leadership; Whereas Saudi officials have continued to arrest, ban the travel of, and otherwise intimidate women and women human rights defenders, including Loujain Alhathloul, Manahel and Fouz al-Otaibi, Dr.""]",None,
287,CREC-2025-10-29__CREC-2025-10-29-pt1-PgS7827-4.txt,2025-10-29,PgS7827,S,1,4.0,Ms. BLUNT ROCHESTER,Blunt Rochester,448,"['A bill to amend the Consumer Product Safety Act to protect Americans from harmful CCP products; to the Committee on Commerce, Science, and Transportation.']",Blunt Rochester,D
3,CREC-2025-10-30__CREC-2025-10-30-pt1-PgD1095.txt,2025-10-30,,,1,,,,1502,"[""226, condemning the Government of the People's Republic of China for engaging in transnational repression, with an amendment in the nature of a substitute and with an amended preamble."", ""409, recognizing the 74th anniversary of the signing of the Mutual Defense Treaty between the United States and the Philippines and the strong bilateral security alliance between our two nations in the wake of escalating aggression and political lawfare by the People's Republic of China in the South China Sea."", '1744, to amend the Arms Export Control Act to include Taiwan among the list of recipient countries with respect to which shorter certification and reporting periods apply and to expedite licensing for allies transferring military equipment to Taiwan, with an amendment in the nature of a substitute.', ""2146, to require the United States Executive Director at the International Monetary Fund to advocate for increased transparency with respect to exchange rate policies of the People's Republic of China, with an amendment in the nature of a substitute."", ""2224, to amend the Taiwan Allies International Protection and Enhancement Initiative (TAIPEI) Act of 2019 to provide that the United States, in its role as a member of any international organizations, should oppose any attempts by the People's Republic of China to resolve Taiwan's status by distorting the decisions, language, policies, or procedures of any such organization."", ""2424, to require a report of, and a strategy to combat, arms sales of the Government of the People's Republic of China, with an amendment in the nature of a substitute."", ""2657, to impose sanctions relating to the support of the People's Republic of China for the invasion of Ukraine by the Russian Federation, with an amendment in the nature of a substitute."", ""2684, to support countries in Latin America and the Caribbean that maintain official diplomatic relations with Taiwan, to counter efforts by the People's Republic of China to coerce or pressure governments into breaking such ties, to deepen coordination with Taiwan on diplomatic, development, and economic engagement in the Western Hemisphere, with an amendment in the nature of a substitute."", ""2960, to develop economic tools to deter aggression by the People's Republic of China against ] Taiwan, with an amendment in the nature of a substitute.""]",None,
1047,CREC-2025-10-30__CREC-2025-10-30-pt1-PgS7849-5.txt,2025-10-30,PgS7849,S,1,5.0,Mr. MORENO,Moreno,895,"[""A bill to amend the Fentanyl Sanctions Act to address nitazene trafficking and to impose sanctions with respect to entities of the People's Republic of China and foreign governments engaged in or contributing to opioid trafficking, and for other purposes; to the Committee on Banking, Housing, and Urban Affairs.""]",Moreno,R
